,component,componentType,stage,testType,date,runNumber,passed,problems,property1_key,property1_value,property2_key,property2_value,property3_key,property3_value,result1_key,result1_value
16,20UPBBC0000017,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
17,20UPBBC0000018,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
18,20UPBBC0000019,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
19,20UPBBC0000020,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
20,20UPBBC0000021,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
21,20UPBBC0000022,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
22,20UPBBC0000023,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
23,20UPBBC0000024,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
24,20UPBBC0000025,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
25,20UPBBC0000026,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
26,20UPBBC0000027,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
27,20UPBBC0000028,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
28,20UPBBC0000029,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
29,20UPBBC0000030,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
30,20UPBBC0000031,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
31,20UPBBC0000032,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
32,20UPBBC0000033,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
33,20UPBBC0000034,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
34,20UPBBC0000035,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
35,20UPBBC0000036,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
36,20UPBBC0000037,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
37,20UPBBC0000038,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
38,20UPBBC0000039,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
39,20UPBBC0000040,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
40,20UPBBC0000041,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
41,20UPBBC0000042,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
42,20UPBBC0000043,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
43,20UPBBC0000044,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
44,20UPBBC0000045,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
45,20UPBBC0000046,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
46,20UPBBC0000047,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
47,20UPBBC0000048,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
48,20UPBBC0000049,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
49,20UPBBC0000050,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
50,20UPBBC0000051,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
51,20UPBBC0000052,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
52,20UPBBC0000053,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
53,20UPBBC0000054,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
54,20UPBBC0000055,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
55,20UPBBC0000056,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
56,20UPBBC0000057,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
57,20UPBBC0000058,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
58,20UPBBC0000059,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
59,20UPBBC0000060,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
60,20UPBBC0000061,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
61,20UPBBC0000062,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
62,20UPBBC0000063,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
63,20UPBBC0000064,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
64,20UPBBC0000065,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
65,20UPBBC0000066,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
66,20UPBBC0000067,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
67,20UPBBC0000068,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
68,20UPBBC0000069,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
69,20UPBBC0000070,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
70,20UPBBC0000071,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
71,20UPBBC0000072,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
72,20UPBBC0000073,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
73,20UPBBC0000074,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
74,20UPBBC0000075,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
75,20UPBBC0000076,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
76,20UPBBC0000077,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
77,20UPBBC0000078,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
78,20UPBBC0000079,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
79,20UPBBC0000080,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
80,20UPBBC0000081,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
81,20UPBBC0000082,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
82,20UPBBC0000083,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
83,20UPBBC0000084,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
84,20UPBBC0000085,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
85,20UPBBC0000086,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
86,20UPBBC0000087,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
87,20UPBBC0000088,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
88,20UPBBC0000089,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
89,20UPBBC0000090,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
90,20UPBBC0000091,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
91,20UPBBC0000092,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
92,20UPBBC0000093,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
93,20UPBBC0000094,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
94,20UPBBC0000095,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
95,20UPBBC0000096,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
96,20UPBBC0000097,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
97,20UPBBC0000098,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
98,20UPBBC0000099,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
99,20UPBBC0000100,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
100,20UPBBC0000101,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
101,20UPBBC0000102,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
102,20UPBBC0000103,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
103,20UPBBC0000104,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
104,20UPBBC0000105,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
105,20UPBBC0000106,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
106,20UPBBC0000107,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
107,20UPBBC0000108,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
108,20UPBBC0000109,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
109,20UPBBC0000110,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
110,20UPBBC0000111,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
111,20UPBBC0000112,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.16
112,20UPBBC0000113,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
113,20UPBBC0000114,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.035
114,20UPBBC0000115,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.134
115,20UPBBC0000116,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.944
116,20UPBBC0000117,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
117,20UPBBC0000118,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.988
118,20UPBBC0000119,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.003
119,20UPBBC0000120,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.021
120,20UPBBC0000121,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
121,20UPBBC0000122,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.861
