,project,subproject,institution,componentType,type,property1_key,property1_value,property2_key,property2_value,property3_key,property3_value
12,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0013,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
13,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0014,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
14,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0015,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
15,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0016,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
16,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0017,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
17,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0018,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
18,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0019,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
19,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0020,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
20,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0021,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
21,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0022,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
22,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0023,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
23,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0024,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
24,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0025,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
25,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0026,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
26,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0027,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
27,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0028,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
28,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0029,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
29,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0030,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
30,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0031,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
31,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0032,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
32,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0033,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
33,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0034,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
34,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0035,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
35,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0036,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
36,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0037,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
37,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0038,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
38,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0039,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
39,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0040,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
40,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0041,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
41,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0042,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
42,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0043,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
43,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0044,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
44,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0045,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
45,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0046,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
46,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0047,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
47,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0048,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
48,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0049,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
49,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0050,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
50,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0051,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
51,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0052,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
52,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0053,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
53,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0054,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
54,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0055,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
55,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0056,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
56,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0057,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
57,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0058,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
58,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0059,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
59,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0060,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
60,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0061,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
61,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0062,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
62,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0063,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
63,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0064,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
64,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0065,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
65,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0066,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
66,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0067,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
67,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0068,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
68,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0069,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
69,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0070,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
70,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0071,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
71,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0072,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
72,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0073,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
73,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0074,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
74,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0075,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
75,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0076,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
76,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0077,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
77,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0078,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
78,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0079,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
79,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0080,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
80,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0081,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
81,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0082,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
82,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0083,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
83,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0084,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
84,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0085,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
85,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0086,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
86,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0087,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
87,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0088,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
88,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0089,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
89,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0090,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
90,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0091,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
91,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0092,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
92,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0093,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
93,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0094,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
94,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0095,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
95,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0096,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
96,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0097,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
97,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0098,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
98,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0099,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
99,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0100,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
100,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0101,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
101,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0102,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
102,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0103,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
103,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0104,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
104,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0105,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
105,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0106,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
106,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0107,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
107,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0108,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
108,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0109,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
109,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0110,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
110,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0111,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
111,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0112,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
112,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0113,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
113,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0114,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
114,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0115,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
115,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0116,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
116,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0117,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
117,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0118,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
118,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0119,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
119,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0120,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
120,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0121,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
121,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0122,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
122,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0123,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
123,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0124,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
124,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0125,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
125,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0126,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
126,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0127,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
127,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0128,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
128,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0129,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
129,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0130,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
130,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0131,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
131,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0132,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
132,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0133,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
133,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0134,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
134,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0135,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
135,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0136,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
136,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0137,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
137,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0138,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
138,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0139,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
139,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0140,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
140,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0141,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
141,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0142,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
142,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0143,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
143,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0144,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
144,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0145,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
145,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0146,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
146,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0147,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
147,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0148,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
148,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0149,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
149,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0150,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
150,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0151,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
151,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0152,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
152,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0153,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
153,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0154,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
154,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0155,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
155,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0156,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
156,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0157,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
157,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0158,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
158,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0159,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
159,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0160,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
160,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0161,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
161,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0162,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
162,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0163,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
163,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0164,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
164,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0165,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
165,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0166,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
166,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0167,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
167,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0168,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
168,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0169,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
169,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0170,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
170,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0171,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
171,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0172,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
172,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0173,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
173,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0174,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
174,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0175,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
175,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0176,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
176,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0177,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
177,P,PB,BONN,OB_PG_TILE,OB_PG_TILE,PART_NUMBER,PGT0-0178,Delivery_Date,1900-01-01,Supplier_Batch_Reference,x
